time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,8.0,8.0,28,1
2024-12-03 00:00:00+00:00,1.0,1.0,2,1
2024-12-09 00:00:00+00:00,,,6,1
2024-12-10 00:00:00+00:00,,,4,1
