url_path,views_total,views_unique
/jpshivakavi/nativecode_with_python,6,3
/jpshivakavi/nativecode_with_python/stargazers,2,2
/jpshivakavi/nativecode_with_python/graphs/traffic,2,1
/jpshivakavi/nativecode_with_python/pulse,2,1
/jpshivakavi/nativecode_with_python/watchers,1,1
