time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-24 00:00:00+00:00,5.0,5.0,18,1
2023-03-27 00:00:00+00:00,3.0,3.0,11,1
2023-03-28 00:00:00+00:00,,,6,1
2023-03-29 00:00:00+00:00,,,1,1
2023-03-31 00:00:00+00:00,,,4,1
