referrer,views_total,views_unique
Google,235,27
python.org,151,38
github.com,115,18
chipsec.github.io,71,11
Bing,64,5
en.wikipedia.org,54,20
damn99.com,30,2
en.m.wikipedia.org,29,14
discuss.python.org,26,3
edk2.groups.io,9,2
