referrer,views_total,views_unique
Google,82,22
python.org,81,49
github.com,50,22
en.wikipedia.org,19,12
chipsec.github.io,19,6
discuss.python.org,14,4
en.m.wikipedia.org,10,10
cn.bing.com,8,1
Bing,7,3
ithelp.ithome.com.tw,7,2
