referrer,views_total,views_unique
Google,450,31
python.org,193,43
en.wikipedia.org,116,24
github.com,67,21
yandex.ru,52,1
edk2.groups.io,47,4
en.m.wikipedia.org,28,13
Bing,20,7
damn99.com,13,1
cn.bing.com,10,5
