url_path,views_total,views_unique
/tianocore/edk2-libc,119,72
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,96,81
/tianocore/edk2-libc/releases/tag/v3.6.8.1,75,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,29,18
/tianocore/edk2-libc/tree/master/AppPkg,24,15
/tianocore/edk2-libc/tree/master,15,12
/tianocore/edk2-libc/tree/master/AppPkg/Applications,14,11
/tianocore/edk2-libc/tree/master/StdLib,11,9
/tianocore/edk2-libc/releases,10,6
/tianocore/edk2-libc/issues,8,3
