referrer,views_total,views_unique
python.org,217,38
Google,153,15
en.wikipedia.org,109,28
github.com,99,14
statics.teams.cdn.office.net,42,2
en.m.wikipedia.org,29,13
tianocore.org,23,1
discuss.python.org,20,4
edk2.groups.io,17,4
chipsec.github.io,8,3
