time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-22 00:00:00+00:00,143,35,73,13
2025-02-23 00:00:00+00:00,33,31,6,4
2025-02-24 00:00:00+00:00,71,53,54,17
2025-02-25 00:00:00+00:00,100,69,18,10
2025-02-26 00:00:00+00:00,98,45,58,19
2025-02-27 00:00:00+00:00,72,42,49,20
2025-02-28 00:00:00+00:00,135,78,29,17
2025-03-01 00:00:00+00:00,47,42,34,9
2025-03-02 00:00:00+00:00,56,45,23,11
2025-03-03 00:00:00+00:00,82,47,45,19
2025-03-04 00:00:00+00:00,86,54,29,16
2025-03-05 00:00:00+00:00,93,59,22,14
2025-03-06 00:00:00+00:00,75,49,65,18
2025-03-07 00:00:00+00:00,98,53,69,21
