time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,66,56,8,2
2025-08-18 00:00:00+00:00,189,118,48,21
2025-08-19 00:00:00+00:00,133,104,31,11
2025-08-20 00:00:00+00:00,174,103,106,21
2025-08-21 00:00:00+00:00,178,108,37,14
2025-08-22 00:00:00+00:00,644,92,46,17
2025-08-23 00:00:00+00:00,252,78,14,6
2025-08-24 00:00:00+00:00,61,55,28,4
2025-08-25 00:00:00+00:00,216,189,34,14
2025-08-26 00:00:00+00:00,138,101,53,19
2025-08-27 00:00:00+00:00,92,80,24,13
2025-08-28 00:00:00+00:00,143,111,56,19
2025-08-29 00:00:00+00:00,316,267,40,17
2025-08-30 00:00:00+00:00,146,140,21,9
