referrer,views_total,views_unique
github.com,103,30
Google,43,17
python.org,37,22
teams.public.onecdn.static.microsoft,13,1
Bing,10,5
discuss.python.org,4,1
link.zhihu.com,3,1
kagi.com,2,1
chipsec.github.io,1,1
link.csdn.net,1,1
