referrer,views_total,views_unique
github.com,94,24
Google,93,24
python.org,87,47
tianocore.org,33,1
en.wikipedia.org,22,15
ithelp.ithome.com.tw,21,3
Bing,19,7
discuss.python.org,17,5
cn.bing.com,15,3
lab-z.com,9,1
