referrer,views_total,views_unique
python.org,205,42
github.com,78,22
Google,66,26
en.wikipedia.org,30,17
chipsec.github.io,15,6
en.m.wikipedia.org,12,10
discuss.python.org,10,2
Bing,7,3
ithelp.ithome.com.tw,6,1
blog.apdu.fr,5,1
