referrer,views_total,views_unique
python.org,159,45
github.com,139,12
Google,114,17
en.wikipedia.org,67,26
chipsec.github.io,50,5
en.m.wikipedia.org,32,10
discuss.python.org,19,2
Bing,4,1
tianocore.org,3,2
lab-z.com,3,1
