referrer,views_total,views_unique
Google,85,26
python.org,75,39
github.com,45,15
discuss.python.org,40,4
en.wikipedia.org,35,20
cn.bing.com,13,4
presearch.com,12,1
en.m.wikipedia.org,10,8
link.csdn.net,4,3
damn99.com,3,2
