referrer,views_total,views_unique
python.org,139,38
github.com,124,27
Google,107,12
en.wikipedia.org,39,15
discuss.python.org,26,3
Bing,25,4
cn.bing.com,24,5
chipsec.github.io,17,4
ithelp.ithome.com.tw,17,1
Baidu,7,1
