referrer,views_total,views_unique
python.org,150,43
Google,91,16
github.com,30,17
uefi.org,24,2
tianocore.org,16,3
discuss.python.org,12,2
Bing,7,3
Baidu,7,1
chipsec.github.io,5,2
cn.bing.com,4,3
