url_path,views_total,views_unique
/tianocore/edk2-libc,82,53
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,54,37
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,17,8
/tianocore/edk2-libc/tree/master/StdLib,15,9
/tianocore/edk2-libc/tree/master,11,8
/tianocore/edk2-libc/issues,11,2
/tianocore/edk2-libc/tree/master/AppPkg,10,9
/tianocore/edk2-libc/releases/tag/v3.6.8.1,8,7
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,6,6
/tianocore/edk2-libc/releases,6,5
