referrer,views_total,views_unique
python.org,88,22
chipsec.github.io,77,8
github.com,75,14
Google,74,23
Bing,6,4
discuss.python.org,2,2
github.azc.ext.hp.com,2,1
en.wikipedia.org,1,1
link.csdn.net,1,1
link.zhihu.com,1,1
