url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,193,73
/tianocore/edk2-libc,144,77
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,97,22
/tianocore/edk2-libc/tree/master/AppPkg,81,25
/tianocore/edk2-libc/tree/master/AppPkg/Applications,77,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/Lib,24,1
/tianocore/edk2-libc/tree/master,23,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,17,6
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,14,6
/tianocore/edk2-libc/tree/87108465dcfbf888b8044ae86b4dc84b04b19082/AppPkg/Applications/Python/Python-3.6.8/Lib,14,1
