time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,469,415,82,14
2026-06-06 00:00:00+00:00,120,117,20,7
2026-06-07 00:00:00+00:00,137,116,7,6
2026-06-08 00:00:00+00:00,563,500,102,14
2026-06-09 00:00:00+00:00,296,248,33,9
2026-06-10 00:00:00+00:00,359,309,27,10
2026-06-11 00:00:00+00:00,207,159,33,13
2026-06-12 00:00:00+00:00,219,193,50,11
2026-06-13 00:00:00+00:00,121,105,12,8
2026-06-14 00:00:00+00:00,112,102,10,5
2026-06-15 00:00:00+00:00,240,219,19,12
2026-06-16 00:00:00+00:00,265,226,51,13
2026-06-17 00:00:00+00:00,167,114,35,10
2026-06-18 00:00:00+00:00,365,284,16,11
