time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-21 00:00:00+00:00,120,110,59,13
2025-12-22 00:00:00+00:00,162,136,46,19
2025-12-23 00:00:00+00:00,169,153,29,14
2025-12-24 00:00:00+00:00,171,130,31,11
2025-12-25 00:00:00+00:00,126,112,65,13
2025-12-26 00:00:00+00:00,285,210,17,9
2025-12-27 00:00:00+00:00,159,141,28,10
2025-12-28 00:00:00+00:00,145,140,31,7
2025-12-29 00:00:00+00:00,267,237,34,9
2025-12-30 00:00:00+00:00,139,117,49,16
2025-12-31 00:00:00+00:00,272,230,24,8
2026-01-01 00:00:00+00:00,124,103,5,4
2026-01-02 00:00:00+00:00,284,227,40,3
2026-01-03 00:00:00+00:00,129,102,18,8
