url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,273,96
/tianocore/edk2-libc,123,74
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,93,20
/tianocore/edk2-libc/tree/master/AppPkg,59,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications,57,15
/tianocore/edk2-libc/tree/master/StdLib,39,14
/tianocore/edk2-libc/tree/master,18,18
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,18,5
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Python368.inf,15,6
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,12,3
