url_path,views_total,views_unique
/tianocore/edk2-libc,93,61
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,64,45
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,35,16
/tianocore/edk2-libc/tree/master/AppPkg,16,12
/tianocore/edk2-libc/tree/master,13,10
/tianocore/edk2-libc/tree/master/StdLib,12,9
/tianocore/edk2-libc/issues,11,2
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,9,9
/tianocore/edk2-libc/tree/master/AppPkg/Applications,8,8
/tianocore/edk2-libc/releases/tag/v3.6.8.1,8,7
