referrer,views_total,views_unique
python.org,59,39
Google,58,17
github.com,42,19
Bing,26,8
ithelp.ithome.com.tw,14,5
discuss.python.org,13,3
statics.teams.cdn.office.net,10,7
en.wikipedia.org,9,6
xiaopeng.feishu.cn,6,2
chipsec.github.io,5,2
