referrer,views_total,views_unique
python.org,91,37
github.com,73,22
Google,54,17
tianocore.org,36,1
en.wikipedia.org,10,5
chipsec.github.io,9,4
statics.teams.cdn.office.net,7,5
Bing,6,6
wiki.ith.intel.com,5,3
ya.ru,5,2
