url_path,views_total,views_unique
/tianocore/edk2-libc,133,78
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,83,74
/tianocore/edk2-libc/tree/master/AppPkg,24,20
/tianocore/edk2-libc/tree/master,24,16
/tianocore/edk2-libc/tree/master/StdLib,24,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,23,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications,19,15
/tianocore/edk2-libc/releases/tag/v3.6.8.1,16,12
/tianocore/edk2-libc/issues,13,6
/tianocore/edk2-libc/commits/master,12,4
