referrer,views_total,views_unique
github.com,145,48
Google,125,24
python.org,85,42
Bing,41,8
en.wikipedia.org,25,18
discuss.python.org,15,4
edk2.groups.io,12,1
statics.teams.cdn.office.net,11,4
cn.bing.com,8,7
en.m.wikipedia.org,7,7
