referrer,views_total,views_unique
python.org,92,56
github.com,88,34
Google,65,17
Bing,36,10
en.wikipedia.org,16,14
damn99.com,12,3
edk2.groups.io,12,1
en.m.wikipedia.org,10,10
DuckDuckGo,9,2
cn.bing.com,7,2
