time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-06 00:00:00+00:00,82,44,253,32
2023-12-07 00:00:00+00:00,93,46,101,23
2023-12-08 00:00:00+00:00,79,44,97,24
2023-12-09 00:00:00+00:00,52,39,93,13
2023-12-10 00:00:00+00:00,38,36,50,9
2023-12-11 00:00:00+00:00,56,44,143,23
2023-12-12 00:00:00+00:00,112,65,129,31
2023-12-13 00:00:00+00:00,96,42,151,28
2023-12-14 00:00:00+00:00,120,56,91,23
2023-12-15 00:00:00+00:00,127,56,122,15
2023-12-16 00:00:00+00:00,55,39,36,8
2023-12-17 00:00:00+00:00,46,43,14,8
2023-12-18 00:00:00+00:00,100,57,97,18
2023-12-19 00:00:00+00:00,116,60,108,23
