url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,287,103
/tianocore/edk2-libc,132,89
/tianocore/edk2-libc/tree/master/StdLib,116,27
/tianocore/edk2-libc/tree/master/AppPkg,81,28
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,76,24
/tianocore/edk2-libc/tree/master/AppPkg/Applications,65,23
/tianocore/edk2-libc/tree/master/StdLib/Include,37,6
/tianocore/edk2-libc/tree/master/StdLib/LibC,35,9
/tianocore/edk2-libc/tree/master,32,22
/tianocore/edk2-libc/blob/master/Readme.md,28,5
