time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-18 00:00:00+00:00,12,9,54,16
2024-08-19 00:00:00+00:00,15,12,144,24
2024-08-20 00:00:00+00:00,19,15,174,21
2024-08-21 00:00:00+00:00,19,16,71,23
2024-08-22 00:00:00+00:00,24,15,123,19
2024-08-23 00:00:00+00:00,17,12,66,18
2024-08-24 00:00:00+00:00,5,5,63,13
2024-08-25 00:00:00+00:00,9,8,18,9
2024-08-26 00:00:00+00:00,124,15,60,16
2024-08-27 00:00:00+00:00,28,16,47,17
2024-08-28 00:00:00+00:00,25,16,59,19
2024-08-29 00:00:00+00:00,30,18,92,26
2024-08-30 00:00:00+00:00,18,12,35,18
2024-08-31 00:00:00+00:00,9,6,11,9
