referrer,views_total,views_unique
python.org,283,51
Google,269,23
en.wikipedia.org,83,16
github.com,56,14
peps.python.org,49,2
discuss.python.org,32,3
en.m.wikipedia.org,26,12
link.csdn.net,19,2
statics.teams.cdn.office.net,14,2
confluence.amd.com,12,2
