url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,194,76
/tianocore/edk2-libc,171,77
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,103,22
/tianocore/edk2-libc/tree/master/AppPkg,73,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications,67,15
/tianocore/edk2-libc/tree/master,27,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/Lib,24,2
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,19,7
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/Python,12,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,12,5
