referrer,views_total,views_unique
github.com,287,36
Google,138,22
python.org,102,61
en.wikipedia.org,36,32
DuckDuckGo,17,2
damn99.com,16,2
en.m.wikipedia.org,13,12
cn.bing.com,11,3
discuss.python.org,7,4
chipsec.github.io,6,5
