referrer,views_total,views_unique
Google,279,19
discuss.python.org,196,3
cn.bing.com,113,2
github.com,112,22
en.wikipedia.org,102,28
python.org,86,29
en.m.wikipedia.org,33,13
Bing,30,5
chipsec.github.io,8,3
statics.teams.cdn.office.net,6,3
