url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,276,111
/tianocore/edk2-libc,106,61
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,64,18
/tianocore/edk2-libc/tree/master/AppPkg,61,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications,59,15
/tianocore/edk2-libc/tree/master/StdLib,40,14
/tianocore/edk2-libc/tree/master/StdLib/LibC,32,7
/tianocore/edk2-libc/tree/master,30,20
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,24,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,17,6
