time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,246,206,31,13
2026-02-21 00:00:00+00:00,166,153,10,7
2026-02-22 00:00:00+00:00,139,120,18,10
2026-02-23 00:00:00+00:00,188,155,20,12
2026-02-24 00:00:00+00:00,349,302,42,13
2026-02-25 00:00:00+00:00,265,210,51,9
2026-02-26 00:00:00+00:00,286,238,30,12
2026-02-27 00:00:00+00:00,343,301,35,14
2026-02-28 00:00:00+00:00,157,122,7,5
2026-03-01 00:00:00+00:00,132,124,12,7
2026-03-02 00:00:00+00:00,193,144,57,16
2026-03-03 00:00:00+00:00,312,168,26,10
2026-03-04 00:00:00+00:00,168,135,44,16
2026-03-05 00:00:00+00:00,271,250,27,11
