url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,220,93
/tianocore/edk2-libc,184,82
/tianocore/edk2-libc/tree/master/AppPkg,65,20
/tianocore/edk2-libc/tree/master/StdLib,62,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,49,13
/tianocore/edk2-libc/tree/master,37,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications,35,12
/tianocore/edk2-libc/tree/master/.github/workflows,26,3
/tianocore/edk2-libc/tree/master/StdLib/LibC,25,8
/tianocore/edk2-libc/commits/master,22,2
