referrer,views_total,views_unique
python.org,282,47
Google,134,22
en.wikipedia.org,120,28
statics.teams.cdn.office.net,101,6
github.com,100,31
link.zhihu.com,32,1
lab-z.com,22,3
Bing,17,2
en.m.wikipedia.org,14,7
chipsec.github.io,10,4
