referrer,views_total,views_unique
Google,63,19
github.com,59,23
python.org,45,25
discuss.python.org,31,2
chipsec.github.io,21,4
DuckDuckGo,7,1
doubao.com,6,1
Bing,5,1
Baidu,3,2
ithelp.ithome.com.tw,2,1
