referrer,views_total,views_unique
python.org,195,43
Google,107,29
github.com,84,26
en.wikipedia.org,32,18
chipsec.github.io,18,5
discuss.python.org,13,3
en.m.wikipedia.org,12,10
Bing,11,4
cn.bing.com,8,1
ithelp.ithome.com.tw,6,1
