time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-31 00:00:00+00:00,97,59,69,20
2024-02-01 00:00:00+00:00,95,54,197,21
2024-02-02 00:00:00+00:00,100,58,134,27
2024-02-03 00:00:00+00:00,44,36,48,8
2024-02-04 00:00:00+00:00,43,39,36,11
2024-02-05 00:00:00+00:00,67,53,104,18
2024-02-06 00:00:00+00:00,97,60,105,13
2024-02-07 00:00:00+00:00,96,49,83,17
2024-02-08 00:00:00+00:00,95,52,57,18
2024-02-09 00:00:00+00:00,92,46,88,14
2024-02-10 00:00:00+00:00,42,37,27,8
2024-02-11 00:00:00+00:00,70,35,45,8
2024-02-12 00:00:00+00:00,68,45,57,13
2024-02-13 00:00:00+00:00,71,46,45,14
