time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,202,150,56,22
2025-12-04 00:00:00+00:00,278,230,47,13
2025-12-05 00:00:00+00:00,335,253,44,16
2025-12-06 00:00:00+00:00,158,152,15,11
2025-12-07 00:00:00+00:00,166,144,55,12
2025-12-08 00:00:00+00:00,358,299,30,16
2025-12-09 00:00:00+00:00,528,477,11,10
2025-12-10 00:00:00+00:00,978,848,38,11
2025-12-11 00:00:00+00:00,202,170,39,13
2025-12-12 00:00:00+00:00,174,154,59,17
2025-12-13 00:00:00+00:00,127,120,76,10
2025-12-14 00:00:00+00:00,128,119,10,8
2025-12-15 00:00:00+00:00,262,240,72,18
2025-12-16 00:00:00+00:00,191,104,18,10
