referrer,views_total,views_unique
Google,124,24
python.org,106,45
github.com,105,26
DuckDuckGo,27,4
discuss.python.org,26,3
en.wikipedia.org,22,17
Bing,10,1
en.m.wikipedia.org,7,6
ithelp.ithome.com.tw,7,2
wiki.cisco.com,6,1
