time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,107,104,29,15
2025-10-19 00:00:00+00:00,116,104,19,15
2025-10-20 00:00:00+00:00,112,104,39,16
2025-10-21 00:00:00+00:00,163,146,32,21
2025-10-22 00:00:00+00:00,216,176,40,17
2025-10-23 00:00:00+00:00,140,124,40,15
2025-10-24 00:00:00+00:00,148,111,20,13
2025-10-25 00:00:00+00:00,112,108,16,11
2025-10-26 00:00:00+00:00,105,101,11,11
2025-10-27 00:00:00+00:00,126,106,75,19
2025-10-28 00:00:00+00:00,165,116,69,22
2025-10-29 00:00:00+00:00,196,116,46,16
2025-10-30 00:00:00+00:00,171,113,74,24
2025-10-31 00:00:00+00:00,118,71,35,18
