url_path,views_total,views_unique
/tianocore/edk2-libc,81,49
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,39,34
/tianocore/edk2-libc/pulls,20,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,19,10
/tianocore/edk2-libc/tree/master/AppPkg,18,14
/tianocore/edk2-libc/tree/master/StdLib,15,14
/tianocore/edk2-libc/tree/master,13,9
/tianocore/edk2-libc/tree/master/AppPkg/Applications,13,9
/tianocore/edk2-libc/issues,10,3
/tianocore/edk2-libc/pull/120,10,3
