referrer,views_total,views_unique
Google,197,23
github.com,170,34
python.org,112,40
en.wikipedia.org,36,16
chipsec.github.io,32,4
Bing,28,5
en.m.wikipedia.org,23,10
tianocore.org,15,6
damn99.com,15,6
lab-z.com,7,3
