referrer,views_total,views_unique
Google,91,24
github.com,88,29
python.org,61,24
statics.teams.cdn.office.net,20,3
chipsec.github.io,9,1
discuss.python.org,8,2
ithelp.ithome.com.tw,5,1
link.csdn.net,3,1
Bing,2,2
