time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,85.0,64.0,18,10
2025-08-08 00:00:00+00:00,188.0,135.0,6,6
2025-08-09 00:00:00+00:00,105.0,82.0,30,6
2025-08-10 00:00:00+00:00,60.0,56.0,16,11
2025-08-11 00:00:00+00:00,102.0,87.0,45,15
2025-08-12 00:00:00+00:00,123.0,81.0,79,21
2025-08-13 00:00:00+00:00,103.0,75.0,99,24
2025-08-14 00:00:00+00:00,10.0,9.0,82,22
2025-08-15 00:00:00+00:00,,,34,11
2025-08-16 00:00:00+00:00,,,16,11
2025-08-17 00:00:00+00:00,,,8,2
2025-08-18 00:00:00+00:00,,,48,21
2025-08-19 00:00:00+00:00,,,34,12
2025-08-20 00:00:00+00:00,,,41,11
