referrer,views_total,views_unique
python.org,162,52
Google,84,15
github.com,77,23
en.wikipedia.org,49,20
chipsec.github.io,27,6
discuss.python.org,25,3
en.m.wikipedia.org,20,10
confluence1.labs.lenovo.com,16,2
damn99.com,11,2
Bing,11,1
