referrer,views_total,views_unique
python.org,203,41
en.wikipedia.org,127,34
github.com,100,17
Google,89,20
m.blog.naver.com,54,1
discuss.python.org,46,3
en.m.wikipedia.org,41,15
cn.bing.com,32,3
chipsec.github.io,28,4
doomwiki.org,24,1
