referrer,views_total,views_unique
github.com,252,27
python.org,213,50
Google,201,33
chipsec.github.io,60,4
en.wikipedia.org,59,23
en.m.wikipedia.org,44,13
statics.teams.cdn.office.net,34,4
discuss.python.org,20,3
wiki.ith.intel.com,19,2
uefi.org,18,3
