referrer,views_total,views_unique
Google,186,30
github.com,165,33
python.org,164,35
en.m.wikipedia.org,94,13
en.wikipedia.org,73,29
DuckDuckGo,70,2
Bing,56,5
damn99.com,54,2
ithelp.ithome.com.tw,35,3
cn.bing.com,23,5
