referrer,views_total,views_unique
github.com,102,36
Google,54,18
python.org,37,22
DuckDuckGo,27,1
chipsec.github.io,4,4
teams.public.onecdn.static.microsoft,3,2
Baidu,3,1
com.linkedin.android,1,1
engage.cloud.microsoft,1,1
jira.devtools.intel.com,1,1
