referrer,views_total,views_unique
Google,345,22
python.org,220,47
en.wikipedia.org,106,29
github.com,104,16
cn.bing.com,103,3
DuckDuckGo,44,2
wiki.ith.intel.com,40,2
Bing,35,4
en.m.wikipedia.org,13,7
link.zhihu.com,9,2
