referrer,views_total,views_unique
Google,170,26
github.com,109,34
python.org,79,42
en.wikipedia.org,36,24
discuss.python.org,31,7
Bing,20,5
cn.bing.com,9,6
chipsec.github.io,6,6
statics.teams.cdn.office.net,6,2
confluence1.labs.lenovo.com,6,1
