referrer,views_total,views_unique
Google,174,33
github.com,113,29
python.org,90,57
en.wikipedia.org,52,32
edk2.groups.io,26,1
Bing,22,3
DuckDuckGo,22,1
discuss.python.org,16,4
cn.bing.com,15,4
ithelp.ithome.com.tw,13,2
