url_path,views_total,views_unique
/tianocore/edk2-libc,134,89
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,121,96
/tianocore/edk2-libc/pulls,59,11
/tianocore/edk2-libc/tree/master/AppPkg,26,18
/tianocore/edk2-libc/tree/master/AppPkg/Applications,24,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,21,12
/tianocore/edk2-libc/tree/master/StdLib,19,17
/tianocore/edk2-libc/releases,17,7
/tianocore/edk2-libc/releases/tag/v3.6.8.1,17,6
/tianocore/edk2-libc/tree/master,16,13
