referrer,views_total,views_unique
Google,156,31
github.com,109,26
python.org,97,55
en.wikipedia.org,53,32
Bing,22,3
DuckDuckGo,22,1
discuss.python.org,15,3
ithelp.ithome.com.tw,13,2
en.m.wikipedia.org,11,7
cn.bing.com,11,2
