referrer,views_total,views_unique
python.org,161,42
en.wikipedia.org,122,29
Google,112,19
github.com,64,30
Bing,36,3
link.zhihu.com,32,1
en.m.wikipedia.org,14,7
statics.teams.cdn.office.net,14,4
chipsec.github.io,10,4
lab-z.com,2,2
