referrer,views_total,views_unique
Google,117,28
github.com,117,25
python.org,42,26
ithelp.ithome.com.tw,24,4
en.wikipedia.org,23,13
en.m.wikipedia.org,20,5
Bing,14,5
DuckDuckGo,13,1
jira.ad.3l.ru,11,1
cn.bing.com,9,4
