url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,238,95
/tianocore/edk2-libc,226,100
/tianocore/edk2-libc/tree/master/AppPkg,138,33
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,138,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,110,21
/tianocore/edk2-libc/tree/master/StdLib,95,26
/tianocore/edk2-libc/tree/master,55,23
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Main/Main.c,37,4
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,35,8
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Main,30,5
