url_path,views_total,views_unique
/tianocore/edk2-libc,82,61
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,51,36
/tianocore/edk2-libc/tree/master/AppPkg,24,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,22,18
/tianocore/edk2-libc/tree/master/StdLib,16,12
/tianocore/edk2-libc/tree/master,15,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications,13,13
/tianocore/edk2-libc/issues/94,12,7
/tianocore/edk2-libc/releases/tag/v3.6.8.1,8,6
/tianocore/edk2-libc/releases,5,3
